Country,Region,Income_Group,Year,GDP_Per_Capita,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Life_Expectancy,Education_Spend_PCT_GDP,Health_Spend_PCT_GDP,Exports_PCT_GDP,CO2_Emissions_Per_Capita,Internet_Users_PCT,Population
Ghana,Africa,Lower middle income,2018,3580.72,2.49,7.34,12.83,69.2,2.84,3.46,19.0,1.78,52.73,937253017.0
Ghana,Africa,Lower middle income,2019,10660.18,8.41,7.44,10.53,66.3,2.61,6.59,17.33,1.34,48.94,1253192491.0
Ghana,Africa,Lower middle income,2020,1496.0,-2.13,8.11,13.23,68.4,3.92,4.53,19.06,0.27,44.6,614421040.0
Ghana,Africa,Lower middle income,2021,23034.86,11.6,9.34,11.33,71.0,2.77,3.68,34.88,0.1,47.44,441120197.0
Ghana,Africa,Lower middle income,2022,6006.2,4.46,10.83,9.56,65.4,3.96,4.69,5.53,3.46,49.89,971067017.0
Ghana,Africa,Lower middle income,2023,13709.83,8.07,12.15,8.43,69.8,1.91,2.77,40.46,0.1,81.54,1251780871.0
Tanzania,Africa,Low income,2000,1100.0,9.2,7.98,9.22,67.6,2.51,1.0,19.83,2.74,38.92,495191726.0
Tanzania,Africa,Low income,2001,1164.17,5.83,5.43,11.43,65.5,2.76,2.58,20.09,0.7,35.8,1362276967.0
Tanzania,Africa,Low income,2002,1160.71,2.72,7.77,9.71,65.0,3.03,3.11,20.68,4.05,16.31,673166916.0
Tanzania,Africa,Low income,2003,1213.84,3.34,12.18,11.64,65.4,2.66,2.1,5.36,0.1,48.51,581078167.0
Tanzania,Africa,Low income,2004,1507.38,8.2,10.25,8.97,67.0,4.39,5.68,22.54,0.1,22.79,299714794.0
Tanzania,Africa,Low income,2005,1352.51,4.22,8.63,8.64,66.5,3.14,6.15,11.15,1.56,36.81,1267497899.0
Tanzania,Africa,Low income,2006,2133.5,11.67,5.12,8.97,65.6,3.44,4.9,24.76,0.1,42.43,699715968.0
Tanzania,Africa,Low income,2007,1856.66,7.76,6.06,13.46,68.0,2.08,2.0,19.75,0.1,38.1,880652750.0
Tanzania,Africa,Low income,2008,1819.17,6.49,8.37,9.27,67.2,3.52,5.01,24.18,2.11,32.62,555048162.0
Tanzania,Africa,Low income,2009,1571.88,4.05,10.09,11.07,65.0,2.64,4.45,38.57,2.49,37.12,31572837.0
Tanzania,Africa,Low income,2010,2158.68,6.97,7.54,7.73,64.9,4.3,3.21,19.49,2.52,31.86,563511402.0
Tanzania,Africa,Low income,2011,3139.22,10.0,7.57,7.97,62.0,2.64,2.26,23.5,0.24,59.79,273113927.0
Tanzania,Africa,Low income,2012,2481.86,7.02,9.06,6.2,66.5,1.62,4.35,32.84,0.1,35.34,337774263.0
Tanzania,Africa,Low income,2013,1858.36,4.12,8.07,11.47,68.8,2.67,1.0,14.6,0.46,32.05,443699756.0
Tanzania,Africa,Low income,2014,1442.3,1.95,9.99,8.6,67.3,2.62,1.1,23.32,2.7,33.92,178283490.0
Tanzania,Africa,Low income,2015,3454.34,7.93,7.69,9.31,66.6,2.66,1.0,34.93,7.22,50.48,439058088.0
Tanzania,Africa,Low income,2016,4124.85,8.61,6.18,9.51,68.0,3.69,1.0,16.14,0.83,56.03,284589486.0
Tanzania,Africa,Low income,2017,8778.46,13.0,10.81,9.54,65.8,3.19,5.73,29.31,2.58,62.73,214145101.0
Tanzania,Africa,Low income,2018,4770.2,8.49,10.36,9.87,67.0,4.23,1.18,29.39,0.1,62.65,352914675.0
Tanzania,Africa,Low income,2019,2644.95,4.73,8.1,10.42,69.0,2.3,4.96,9.2,0.1,66.42,151593446.0
Tanzania,Africa,Low income,2020,1614.24,1.94,6.59,16.38,68.3,1.0,3.51,21.52,1.35,51.31,823119669.0
Tanzania,Africa,Low income,2021,11709.74,11.92,7.61,12.33,69.2,3.01,2.33,27.02,2.65,49.89,1178094944.0
Tanzania,Africa,Low income,2022,9174.11,10.12,14.51,8.63,69.9,2.05,4.04,19.83,0.1,60.8,667717049.0
Tanzania,Africa,Low income,2023,611.04,-2.52,4.89,13.13,69.9,2.59,3.92,29.25,0.1,59.35,974861900.0
Sweden,Europe,High income,2000,52000.0,1.7,0.5,4.78,81.2,6.19,11.1,26.97,12.69,78.07,1317381620.0
Sweden,Europe,High income,2001,54521.4,4.85,0.5,2.82,80.3,6.02,7.06,32.2,11.01,81.15,1054304177.0
Sweden,Europe,High income,2002,58490.51,6.06,2.06,5.32,81.6,4.89,7.49,32.54,6.41,80.12,327138079.0
Sweden,Europe,High income,2003,56229.84,2.64,5.1,1.0,78.8,7.04,9.78,42.67,5.93,72.08,1041090205.0
Sweden,Europe,High income,2004,49724.37,-1.11,5.66,3.99,78.4,3.73,11.61,17.11,10.12,95.13,361486340.0
Sweden,Europe,High income,2005,60162.63,2.96,3.89,4.98,81.7,3.8,9.31,22.1,11.84,94.37,985894053.0
Sweden,Europe,High income,2006,51977.78,-0.01,7.39,6.53,79.9,6.59,12.55,15.61,9.55,65.22,628155077.0
Sweden,Europe,High income,2007,62009.37,2.55,0.82,4.72,83.1,5.91,9.35,18.65,8.35,83.03,16630657.0
Sweden,Europe,High income,2008,58540.28,1.49,3.48,3.48,79.4,5.88,7.03,26.03,9.92,81.01,378446823.0
Sweden,Europe,High income,2009,59109.22,1.43,6.19,2.73,77.9,5.18,9.93,48.1,11.32,100.0,161457806.0
Sweden,Europe,High income,2010,58697.15,1.22,6.63,2.46,83.6,5.39,9.45,38.33,8.74,100.0,413256125.0
Sweden,Europe,High income,2011,38595.94,-2.67,2.11,1.54,80.9,5.41,8.25,32.47,12.63,100.0,1338731533.0
Sweden,Europe,High income,2012,82154.72,3.88,4.55,5.06,79.0,4.85,8.18,26.85,10.54,100.0,260571962.0
Sweden,Europe,High income,2013,68199.25,2.11,0.5,5.42,79.5,3.72,7.33,20.34,11.55,100.0,403463765.0
Sweden,Europe,High income,2014,80134.68,3.14,0.84,6.99,83.4,4.37,7.76,41.91,9.71,78.8,219889745.0
Sweden,Europe,High income,2015,49563.42,-0.32,5.43,1.0,81.2,5.11,10.03,40.7,11.46,100.0,25735798.0
Sweden,Europe,High income,2016,109792.88,4.78,3.57,1.07,82.3,6.55,8.88,47.45,11.72,100.0,557577750.0
Sweden,Europe,High income,2017,103896.24,4.16,5.82,5.13,78.8,3.94,9.38,22.98,6.57,89.71,951532795.0
Sweden,Europe,High income,2018,80607.15,2.47,1.64,6.23,82.7,6.31,9.5,59.35,7.94,89.89,550742023.0
Sweden,Europe,High income,2019,68903.82,1.49,0.5,3.41,83.2,5.08,9.31,25.05,9.03,98.25,86629476.0
Sweden,Europe,High income,2020,27187.77,-3.19,1.47,7.47,82.7,3.56,5.42,33.46,10.98,100.0,1186373398.0
Sweden,Europe,High income,2021,194546.63,6.48,3.0,4.98,82.6,5.91,11.57,54.73,10.58,89.97,917708788.0
Sweden,Europe,High income,2022,157658.82,5.17,5.74,4.94,82.4,3.28,7.25,19.03,11.64,100.0,585675174.0
Sweden,Europe,High income,2023,97772.97,2.78,2.5,4.26,82.5,4.16,6.71,37.14,9.16,100.0,961614631.0
Norway,Europe,High income,2000,75000.0,0.22,4.37,4.82,78.1,6.39,8.09,28.0,12.8,95.39,1158107829.0
Norway,Europe,High income,2001,78772.74,5.03,0.5,3.9,79.7,3.8,5.89,12.39,10.52,76.65,299624495.0
Norway,Europe,High income,2002,77303.21,1.52,0.5,5.88,76.4,4.66,5.84,15.76,10.36,63.35,50339204.0
Norway,Europe,High income,2003,73956.24,-0.47,8.96,4.78,83.0,6.0,8.17,22.79,9.99,73.24,300239666.0
Norway,Europe,High income,2004,80829.22,1.89,2.13,5.88,78.1,4.35,9.16,33.86,7.65,95.28,442257251.0
Norway,Europe,High income,2005,71371.58,-0.99,2.84,4.76,79.1,4.2,7.13,38.37,10.02,84.42,848260405.0
Norway,Europe,High income,2006,86295.47,2.37,3.95,10.06,77.9,4.38,7.87,30.32,6.55,89.22,95381056.0
Norway,Europe,High income,2007,107292.49,5.25,4.7,6.24,82.0,4.25,10.42,28.21,10.18,100.0,968262011.0
Norway,Europe,High income,2008,89117.65,2.18,7.06,7.19,78.6,4.97,7.02,34.09,11.33,78.5,498677763.0
Norway,Europe,High income,2009,59062.93,-2.62,3.33,3.89,78.6,6.35,5.7,21.17,9.91,95.6,112435485.0
Norway,Europe,High income,2010,96236.36,2.52,1.37,2.05,84.1,4.87,8.85,40.11,17.06,82.56,352376498.0
Norway,Europe,High income,2011,103925.02,3.01,2.18,6.08,78.5,4.86,8.4,29.93,10.55,100.0,1258145180.0
Norway,Europe,High income,2012,106439.56,2.96,2.07,4.27,81.4,4.34,8.46,21.4,8.22,76.9,1326852059.0
Norway,Europe,High income,2013,134758.27,4.61,4.47,3.55,79.1,5.09,8.35,38.06,11.59,100.0,660722955.0
Norway,Europe,High income,2014,155611.26,5.35,2.94,5.51,79.8,5.93,7.92,9.68,7.36,100.0,177600163.0
Norway,Europe,High income,2015,76867.24,0.16,6.18,4.72,81.0,3.8,8.57,41.5,9.5,99.32,563031718.0
Norway,Europe,High income,2016,94096.99,1.43,4.93,7.6,83.3,3.71,10.62,11.61,11.8,100.0,910590615.0
Norway,Europe,High income,2017,133819.29,3.46,0.96,1.79,79.9,4.25,11.4,23.53,11.38,100.0,59111611.0
Norway,Europe,High income,2018,253513.23,7.0,3.19,7.23,82.2,6.0,8.49,31.95,11.07,100.0,1288199282.0
Norway,Europe,High income,2019,110498.97,2.06,2.04,4.94,81.5,7.45,8.56,26.18,10.24,100.0,871030256.0
Norway,Europe,High income,2020,46408.29,-2.37,3.05,8.64,84.0,7.06,6.07,16.85,12.62,100.0,523306017.0
Norway,Europe,High income,2021,208567.35,4.99,3.82,2.24,81.2,5.44,10.49,24.22,12.23,100.0,977514635.0
Norway,Europe,High income,2022,94673.64,1.06,6.4,6.54,81.2,5.49,9.6,37.85,6.44,100.0,1092840263.0
Norway,Europe,High income,2023,112519.69,1.78,4.19,7.84,85.4,6.84,10.31,50.85,10.88,100.0,302287848.0
Denmark,Europe,High income,2000,60000.0,2.14,1.29,7.58,79.1,7.55,6.56,24.43,10.07,91.37,220922017.0
Denmark,Europe,High income,2001,61751.43,2.92,6.24,8.27,79.0,5.75,8.08,24.93,12.09,97.52,901151196.0
Denmark,Europe,High income,2002,59248.1,-0.63,1.14,1.0,77.7,6.27,8.38,34.61,6.96,90.98,7951205.0
Denmark,Europe,High income,2003,62187.5,1.2,0.5,6.54,81.7,4.13,9.49,40.57,9.1,91.24,727542846.0
Denmark,Europe,High income,2004,64218.91,1.71,2.95,8.91,81.0,7.04,9.9,22.89,10.23,88.36,385333379.0
Denmark,Europe,High income,2005,61544.22,0.51,2.74,3.42,75.9,6.11,10.31,43.42,12.35,79.78,908348712.0
Denmark,Europe,High income,2006,74361.38,3.64,7.12,6.12,79.6,5.84,10.87,22.21,8.7,85.91,414843681.0
Denmark,Europe,High income,2007,53638.91,-1.59,0.5,5.11,83.6,5.7,12.0,20.18,7.44,80.23,809732586.0
Denmark,Europe,High income,2008,103704.99,7.08,4.87,3.25,77.4,5.28,8.81,31.03,9.4,98.33,679246702.0
Denmark,Europe,High income,2009,47784.13,-2.5,5.35,1.14,82.5,3.49,6.2,20.83,8.19,100.0,1166667390.0
Denmark,Europe,High income,2010,101095.94,5.36,2.27,3.32,81.9,5.06,7.74,25.22,9.91,100.0,1334397895.0
Denmark,Europe,High income,2011,52064.55,-1.28,5.67,5.14,79.5,5.56,10.09,12.27,8.57,89.56,282041567.0
Denmark,Europe,High income,2012,69642.06,1.25,5.71,1.0,81.6,5.53,6.48,33.1,10.95,100.0,518313441.0
Denmark,Europe,High income,2013,42752.91,-2.57,4.66,6.4,82.5,6.43,8.09,18.99,5.93,95.87,1057038810.0
Denmark,Europe,High income,2014,65805.73,0.66,2.19,5.54,81.0,6.05,6.99,22.58,9.77,100.0,718751356.0
Denmark,Europe,High income,2015,80694.38,2.0,2.22,6.37,83.6,3.61,8.04,40.61,8.6,100.0,408165599.0
Denmark,Europe,High income,2016,92841.58,2.77,2.28,6.46,79.5,5.54,10.03,9.35,14.24,100.0,844129141.0
Denmark,Europe,High income,2017,46847.14,-1.45,7.18,4.15,81.1,6.36,8.86,34.95,13.15,100.0,1330853522.0
Denmark,Europe,High income,2018,114669.36,3.66,1.31,1.51,82.0,5.78,11.23,17.3,12.31,100.0,567172685.0
Denmark,Europe,High income,2019,79915.99,1.52,6.48,5.17,78.3,4.41,6.56,13.4,14.05,100.0,696266765.0
Denmark,Europe,High income,2020,22331.2,-4.82,0.76,7.89,81.9,5.66,9.99,19.61,13.38,100.0,1076953232.0
Denmark,Europe,High income,2021,274427.19,7.51,3.81,4.77,82.8,5.79,8.19,22.25,8.01,100.0,1197643723.0
Denmark,Europe,High income,2022,69390.44,0.66,5.71,6.4,81.0,5.38,9.02,10.83,7.06,100.0,983085015.0
Denmark,Europe,High income,2023,73284.0,0.87,4.94,6.87,83.3,5.9,9.37,25.83,10.17,100.0,799000686.0
Finland,Europe,High income,2000,48000.0,2.05,4.3,3.83,83.9,7.48,9.02,33.87,12.72,78.53,33330901.0
Finland,Europe,High income,2001,48488.68,1.02,3.87,1.0,80.9,7.93,9.72,27.19,9.68,88.58,1246478429.0
Finland,Europe,High income,2002,52704.08,4.79,1.59,2.89,79.2,5.42,10.15,22.25,12.74,100.0,468962090.0
Finland,Europe,High income,2003,51132.31,2.13,5.18,7.15,79.3,7.39,8.97,38.63,7.22,82.2,431063295.0
Finland,Europe,High income,2004,52817.88,2.42,2.16,3.35,77.5,4.78,10.68,23.39,8.97,81.43,635528387.0
Finland,Europe,High income,2005,55134.32,2.81,6.96,5.15,82.0,5.99,8.94,29.06,8.55,83.0,405204966.0
Finland,Europe,High income,2006,56001.97,2.6,0.5,2.76,83.0,4.57,10.87,33.55,6.38,95.35,1010255736.0
Finland,Europe,High income,2007,55092.27,1.99,4.4,7.94,79.3,6.72,9.1,14.73,13.57,100.0,791320771.0
Finland,Europe,High income,2008,59103.52,2.64,5.6,4.93,76.7,5.52,10.82,24.0,10.82,100.0,231045245.0
Finland,Europe,High income,2009,35036.51,-3.44,2.5,3.36,83.0,4.55,10.29,9.37,12.9,80.8,1015682748.0
Finland,Europe,High income,2010,62965.64,2.75,2.54,2.62,84.4,4.74,10.0,40.6,8.89,100.0,617960943.0
Finland,Europe,High income,2011,70643.55,3.58,1.43,8.0,81.8,4.28,11.97,25.56,12.41,97.96,1066558918.0
Finland,Europe,High income,2012,70296.33,3.23,3.79,6.86,81.6,5.19,7.81,27.51,10.63,94.84,1196157203.0
Finland,Europe,High income,2013,68434.27,2.77,3.42,8.94,80.4,6.71,8.07,21.19,16.55,100.0,1127910367.0
Finland,Europe,High income,2014,71491.58,2.89,5.73,3.74,82.2,5.39,8.72,22.28,13.33,97.24,17113950.0
Finland,Europe,High income,2015,79940.64,3.46,4.34,1.57,82.5,3.26,8.59,12.94,11.27,100.0,1398064938.0
Finland,Europe,High income,2016,84627.28,3.61,1.18,4.96,80.9,5.07,8.98,18.66,12.06,86.06,234404474.0
Finland,Europe,High income,2017,81613.56,3.17,0.5,4.01,78.7,5.66,7.16,30.3,12.32,100.0,154996731.0
Finland,Europe,High income,2018,55496.0,0.81,2.88,1.97,83.0,7.26,13.19,30.91,11.58,89.19,1328736905.0
Finland,Europe,High income,2019,119223.72,4.9,1.54,6.88,81.4,6.67,9.6,34.08,11.19,99.3,407254836.0
Finland,Europe,High income,2020,11989.51,-6.7,0.9,6.18,83.5,4.88,6.98,23.94,9.94,98.19,628235298.0
Finland,Europe,High income,2021,112219.79,4.13,0.98,5.72,82.8,5.21,7.97,15.98,10.74,100.0,478725775.0
Finland,Europe,High income,2022,74662.69,2.03,10.46,1.0,82.7,7.42,8.47,27.75,10.59,100.0,157581380.0
Finland,Europe,High income,2023,69752.27,1.64,4.65,1.98,82.5,3.22,8.81,26.27,10.98,100.0,650249181.0
Netherlands,Europe,High income,2000,52000.0,-2.79,2.64,8.45,79.2,6.25,9.15,23.33,5.52,82.05,403852650.0
Netherlands,Europe,High income,2001,52418.03,0.8,3.32,2.56,77.5,5.56,10.39,44.8,9.73,67.85,1008591922.0
Netherlands,Europe,High income,2002,49857.06,-2.08,4.34,6.97,76.1,5.68,9.68,29.27,8.42,93.16,586027481.0
Netherlands,Europe,High income,2003,54333.37,1.47,7.05,3.21,76.9,5.87,7.07,16.97,5.9,80.68,150751885.0
Netherlands,Europe,High income,2004,59206.22,3.3,2.92,6.59,82.3,6.56,9.71,30.12,8.04,93.4,1165974310.0
Netherlands,Europe,High income,2005,67076.13,5.22,3.42,4.07,75.2,6.14,10.73,14.74,9.98,97.42,1154700068.0
Netherlands,Europe,High income,2006,54021.43,0.64,2.57,1.93,77.6,6.47,10.31,33.63,6.56,85.42,498192988.0
Netherlands,Europe,High income,2007,51981.8,-0.0,3.1,7.94,80.8,4.91,6.77,23.52,9.92,66.92,480690165.0
Netherlands,Europe,High income,2008,57154.9,1.19,2.5,7.38,81.5,5.47,11.05,36.63,8.35,81.61,1264819154.0
Netherlands,Europe,High income,2009,50486.62,-0.33,5.84,6.62,80.6,5.73,8.63,16.63,9.65,86.73,1038373426.0
Netherlands,Europe,High income,2010,48808.55,-0.63,0.89,6.99,81.0,5.37,8.24,34.85,8.3,98.06,401010129.0
Netherlands,Europe,High income,2011,57284.4,0.88,2.91,4.32,80.6,5.08,5.95,30.12,9.36,86.96,941331984.0
Netherlands,Europe,High income,2012,69877.21,2.49,5.99,2.37,81.6,4.7,8.24,21.97,8.54,100.0,1322953915.0
Netherlands,Europe,High income,2013,83602.08,3.72,4.06,2.71,81.4,6.8,7.71,21.12,11.42,89.81,1095820862.0
Netherlands,Europe,High income,2014,110529.46,5.53,2.16,2.8,80.4,6.94,6.26,9.32,10.18,96.57,438578984.0
Netherlands,Europe,High income,2015,72219.32,2.21,3.44,7.59,77.7,5.09,7.69,14.89,5.89,90.69,1185247811.0
Netherlands,Europe,High income,2016,112406.06,4.94,0.5,6.52,79.7,6.87,9.21,23.27,11.33,100.0,484877083.0
Netherlands,Europe,High income,2017,91131.38,3.36,0.5,3.64,78.9,5.73,8.37,36.26,9.78,90.04,698642008.0
Netherlands,Europe,High income,2018,61512.44,0.94,1.25,6.07,80.1,5.28,11.31,39.94,11.8,100.0,261037968.0
Netherlands,Europe,High income,2019,94213.91,3.18,2.6,8.31,83.3,6.31,11.41,39.03,7.74,100.0,963303995.0
Netherlands,Europe,High income,2020,15141.27,-5.98,4.99,6.48,81.4,7.08,8.93,22.73,8.24,100.0,1295407866.0
Netherlands,Europe,High income,2021,113809.12,3.8,4.15,2.54,83.2,4.84,7.47,24.95,12.72,100.0,651057300.0
Netherlands,Europe,High income,2022,89472.38,2.5,7.03,8.27,79.4,4.21,6.58,33.73,10.33,100.0,125344579.0
Netherlands,Europe,High income,2023,94649.07,2.64,3.02,2.04,81.8,5.51,9.15,12.69,11.51,100.0,903661200.0
Switzerland,Europe,High income,2000,82000.0,3.48,2.72,3.74,80.2,5.89,7.79,44.19,10.59,87.3,1380941849.0
Switzerland,Europe,High income,2001,85858.48,4.71,1.0,5.17,78.1,6.2,10.2,46.33,5.68,75.19,494530149.0
Switzerland,Europe,High income,2002,89658.52,4.57,4.43,2.95,80.5,6.97,8.95,55.99,6.55,89.94,573378217.0
Switzerland,Europe,High income,2003,93038.71,4.3,4.64,3.18,80.1,5.8,8.04,33.48,12.21,81.54,515037435.0
Switzerland,Europe,High income,2004,90140.13,2.39,8.21,5.39,79.7,5.61,8.04,29.42,12.26,87.14,465237410.0
Switzerland,Europe,High income,2005,85213.49,0.77,3.39,4.62,81.3,5.54,9.91,39.62,8.9,79.15,723813056.0
Switzerland,Europe,High income,2006,85502.41,0.7,1.64,3.41,80.3,5.34,8.17,34.28,13.45,100.0,511949353.0
Switzerland,Europe,High income,2007,75030.05,-1.26,4.44,5.64,79.0,6.0,10.57,20.14,11.95,99.81,140787798.0
Switzerland,Europe,High income,2008,111641.33,3.93,7.33,4.88,79.8,5.69,7.28,28.06,11.49,98.42,136184497.0
Switzerland,Europe,High income,2009,66589.49,-2.29,3.0,9.39,77.0,5.0,9.42,39.86,11.29,100.0,129044547.0
Switzerland,Europe,High income,2010,90837.79,1.03,2.35,9.0,79.9,5.86,9.81,19.99,8.29,82.94,716255251.0
Switzerland,Europe,High income,2011,87627.63,0.61,4.18,1.0,78.6,7.08,7.97,24.88,12.55,88.57,1059508522.0
Switzerland,Europe,High income,2012,83190.49,0.12,4.45,8.05,84.6,8.37,7.65,58.24,9.29,92.08,1049601240.0
Switzerland,Europe,High income,2013,117247.98,2.79,2.82,3.62,80.8,4.14,6.88,43.01,6.78,100.0,1273798185.0
Switzerland,Europe,High income,2014,115863.03,2.5,5.12,2.61,79.1,3.56,8.18,43.3,9.76,87.6,523410325.0
Switzerland,Europe,High income,2015,99910.95,1.33,1.0,3.97,80.2,7.91,10.88,36.87,10.89,100.0,1020782723.0
Switzerland,Europe,High income,2016,109401.46,1.82,4.08,4.32,81.4,5.23,8.31,23.11,10.94,100.0,7972129.0
Switzerland,Europe,High income,2017,167962.45,4.31,3.6,6.48,83.1,5.2,9.79,12.54,9.23,100.0,781608754.0
Switzerland,Europe,High income,2018,146971.2,3.29,5.69,4.65,84.4,5.31,10.27,7.81,14.84,100.0,737713086.0
Switzerland,Europe,High income,2019,112696.86,1.69,0.75,3.29,82.0,5.01,8.18,25.79,12.63,100.0,1053140772.0
Switzerland,Europe,High income,2020,44192.73,-3.04,3.02,5.17,84.0,5.23,6.92,43.52,14.2,100.0,45372892.0
Switzerland,Europe,High income,2021,616910.86,10.09,6.01,6.56,85.1,5.02,7.93,23.03,9.2,100.0,1185893344.0
Switzerland,Europe,High income,2022,113076.2,1.47,9.27,8.19,83.6,4.85,8.23,30.8,10.64,100.0,366049640.0
Switzerland,Europe,High income,2023,180960.42,3.5,0.5,5.27,81.4,4.77,7.63,29.82,8.4,100.0,1056118125.0
Spain,Europe,High income,2000,28000.0,2.78,4.16,7.42,79.0,7.14,10.36,22.93,14.42,83.27,794244742.0
Spain,Europe,High income,2001,28195.1,0.7,2.03,5.11,80.7,5.44,11.47,16.52,11.36,88.18,727232475.0
Spain,Europe,High income,2002,28924.16,1.64,5.06,4.42,80.2,5.39,8.92,26.23,12.69,75.67,1262009218.0
Spain,Europe,High income,2003,28735.11,0.87,3.4,7.47,78.4,7.84,10.13,28.03,9.56,74.42,482714390.0
Spain,Europe,High income,2004,24332.08,-3.45,2.73,2.72,79.7,3.87,9.12,25.85,13.0,100.0,951203673.0
Spain,Europe,High income,2005,33438.16,3.61,0.5,3.77,82.7,4.19,10.8,29.82,9.88,88.19,191158995.0
Spain,Europe,High income,2006,27342.2,-0.4,4.89,6.91,81.5,4.87,7.94,17.07,10.17,78.2,223902092.0
Spain,Europe,High income,2007,28158.46,0.08,4.23,3.75,80.5,5.56,7.83,26.55,11.73,92.0,1097794461.0
Spain,Europe,High income,2008,26887.55,-0.51,6.99,3.24,80.4,6.66,10.39,30.34,9.28,100.0,271637637.0
Spain,Europe,High income,2009,26558.51,-0.59,5.18,1.56,82.1,5.09,11.13,28.76,12.88,97.75,466075845.0
Spain,Europe,High income,2010,31697.17,1.25,4.56,2.08,81.0,3.52,8.6,34.4,8.96,84.5,57162710.0
Spain,Europe,High income,2011,41858.57,3.72,4.32,4.71,80.7,5.33,10.62,30.04,10.5,90.8,952313523.0
Spain,Europe,High income,2012,39846.87,2.98,3.33,1.0,79.4,5.02,6.19,18.43,6.04,97.62,873427273.0
Spain,Europe,High income,2013,44756.29,3.67,2.1,7.13,77.1,4.02,10.0,28.05,9.66,90.13,138570999.0
Spain,Europe,High income,2014,29504.33,0.37,3.68,4.54,81.1,6.64,7.23,34.19,9.97,97.67,64158415.0
Spain,Europe,High income,2015,48944.96,3.79,2.59,5.35,82.2,5.76,9.42,28.19,10.2,100.0,745189532.0
Spain,Europe,High income,2016,25616.51,-0.55,2.76,3.18,82.6,3.88,9.52,23.7,8.53,89.54,688143052.0
Spain,Europe,High income,2017,35245.11,1.36,3.78,6.36,79.9,5.66,7.68,35.12,8.62,100.0,584159695.0
Spain,Europe,High income,2018,55433.77,3.87,2.23,5.36,79.6,5.94,7.86,28.58,11.76,100.0,729627448.0
Spain,Europe,High income,2019,42026.46,2.16,8.36,4.15,80.5,5.82,8.62,42.75,8.38,100.0,887473766.0
Spain,Europe,High income,2020,8754.66,-5.65,5.24,11.2,85.1,6.26,8.62,5.0,10.59,100.0,250168354.0
Spain,Europe,High income,2021,104084.39,6.45,5.72,5.11,83.5,6.15,7.48,38.57,9.37,100.0,1365859154.0
Spain,Europe,High income,2022,47117.7,2.39,9.0,6.29,86.5,7.71,9.12,5.0,12.47,100.0,222814342.0
Spain,Europe,High income,2023,33305.88,0.76,2.05,3.58,85.9,6.92,9.6,25.26,8.63,100.0,404488491.0
Italy,Europe,High income,2000,31000.0,1.29,3.48,7.97,74.9,5.28,7.0,13.48,11.93,85.45,453391452.0
Italy,Europe,High income,2001,31932.78,3.01,2.49,5.5,79.6,4.83,10.34,29.38,7.22,72.58,701278501.0
Italy,Europe,High income,2002,30088.99,-1.48,1.84,7.11,80.9,6.41,7.52,46.16,8.07,85.13,1020598539.0
Italy,Europe,High income,2003,33073.24,2.18,0.5,4.46,79.1,5.46,10.07,63.98,10.91,84.74,1276079878.0
Italy,Europe,High income,2004,32854.56,1.46,0.89,1.24,77.5,5.61,11.14,41.22,10.46,82.77,999623460.0
Italy,Europe,High income,2005,35389.36,2.68,0.5,3.9,79.7,4.85,7.07,22.52,12.07,94.98,343082932.0
Italy,Europe,High income,2006,30157.85,-0.46,5.12,3.94,79.1,4.38,9.57,54.6,11.56,80.36,1114922110.0
Italy,Europe,High income,2007,41468.91,4.24,0.5,1.0,83.7,5.61,8.09,26.36,6.17,96.7,619766593.0
Italy,Europe,High income,2008,36438.2,2.04,9.42,6.61,84.6,6.38,10.54,49.74,10.75,90.13,578161920.0
Italy,Europe,High income,2009,31164.39,0.06,5.92,7.94,80.6,4.91,6.24,22.16,10.26,84.94,670917496.0
Italy,Europe,High income,2010,40211.23,2.64,1.3,6.73,82.0,5.31,10.26,21.75,9.01,74.9,806219168.0
Italy,Europe,High income,2011,30381.27,-0.18,6.04,6.01,78.7,5.52,8.36,38.08,11.58,100.0,607982479.0
Italy,Europe,High income,2012,41546.55,2.47,4.42,7.06,81.6,4.53,6.97,31.49,9.66,98.87,661457210.0
Italy,Europe,High income,2013,40985.17,2.17,5.8,10.07,79.9,5.28,9.11,30.97,10.75,94.6,876372409.0
Italy,Europe,High income,2014,28846.29,-0.51,1.89,5.86,82.6,7.69,10.43,29.43,8.22,95.36,925994895.0
Italy,Europe,High income,2015,36708.25,1.13,2.63,6.6,82.4,4.34,9.56,35.59,10.22,100.0,1052750804.0
Italy,Europe,High income,2016,39370.56,1.51,1.17,5.5,76.5,5.32,8.69,16.36,8.14,100.0,1347227013.0
Italy,Europe,High income,2017,48080.21,2.62,4.99,5.9,78.6,5.63,12.98,41.89,8.34,100.0,515950380.0
Italy,Europe,High income,2018,51975.55,2.91,2.77,8.15,81.0,4.66,10.34,39.25,10.34,100.0,300634292.0
Italy,Europe,High income,2019,46286.01,2.13,3.89,5.36,82.5,5.81,6.05,41.55,9.78,100.0,754577704.0
Italy,Europe,High income,2020,24816.3,-1.11,0.5,6.75,81.9,5.35,10.51,19.42,10.52,100.0,1272487973.0
Italy,Europe,High income,2021,121754.64,6.73,1.72,3.77,83.0,5.82,7.2,34.4,9.59,93.29,1336107159.0
Italy,Europe,High income,2022,68869.05,3.69,5.19,1.44,81.2,4.73,8.88,23.63,11.48,100.0,1337160429.0
